period,sectorid,sectordescription,fueltypeid,fueltypedescription,ash_content,consumption_for_eg,consumption_for_eg_btu,consumption_uto,consumption_uto_btu,cost,cost_per_btu,generation,heat_content,sulfur_content,total_consumption,total_consumption_btu,year
01-05-2021,3,IPP CHP,BIO,biomass,0,207.507,1.18796,78.505,0.36056,0,0,94.58104,5.4142,0,286.012,1.54851,2021
01-05-2021,3,IPP CHP,BIS,bituminous coal and synthetic coal,0,0,0,0,0,,,0,0,0,0,0,2021
01-05-2021,3,IPP CHP,BIT,bituminous coal,0,0,0,0,0,,,0,0,0,0,0,2021
01-05-2021,3,IPP CHP,COL,"coal, excluding waste coal",0,0,0,0,0,,,0,0,0,0,0,2021
01-05-2021,3,IPP CHP,COW,all coal products,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,3,IPP CHP,DFO,distillate fuel oil,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,3,IPP CHP,FOS,fossil fuels,0,0,6.5175,0,1.73992,0,4.0602,991.04196,0,0,0,8.25742,2021
01-05-2021,3,IPP CHP,LFG,landfill gas,0,82.447,0.04029,46.059,0.02116,0,0,4.93311,0.4782,0,128.506,0.06145,2021
01-05-2021,3,IPP CHP,MLG,municiapl landfill gas,0,0,0.18334,0,0.02519,0,0,12.40185,0,0,0,0.20853,2021
01-05-2021,3,IPP CHP,MSB,biogenic municipal solid waste,0,20.214,0.14306,0.569,0.00403,,,7.46875,7.077,0,20.783,0.14708,2021
01-05-2021,3,IPP CHP,NG,natural gas,0,6426.704,6.5175,1689.97,1.73992,2.686666667,2.6274,991.04196,1.0173,0,8116.674,8.25742,2021
01-05-2021,3,IPP CHP,NGO,natural gas & other gases,0,6426.704,6.5175,1689.97,1.73992,4.15,4.0602,991.04196,1.0173,0,8116.674,8.25742,2021
01-05-2021,3,IPP CHP,OB2,biomass,0,44.193,0.0293,12.066,0.0091,0,0,3.36435,0.6827,0,56.259,0.03841,2021
01-05-2021,3,IPP CHP,OBW,biomass,0,64.407,0.17236,12.635,0.01313,0,0,10.8331,2.4076,0,77.042,0.18549,2021
01-05-2021,3,IPP CHP,ORW,other renewables,0,0,0.0293,0,0.0091,0,0,3.36435,0,0,0,0.03841,2021
01-05-2021,3,IPP CHP,OTH,other,0,12.922,0.17485,0.364,0.00492,0,0,9.12882,13.531,0,13.286,0.17977,2021
01-05-2021,3,IPP CHP,PC,petroleum coke,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,3,IPP CHP,PEL,petroleum liquids,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,3,IPP CHP,PET,petroleum,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,3,IPP CHP,REN,renewable,0,207.507,1.19542,78.505,0.36056,0,0,95.42446,5.4142,0,286.012,1.55597,2021
01-05-2021,3,IPP CHP,SPV,solar photovoltaic,0,0,0.00746,0,0,0,0,0.84343,0,0,0,0.00746,2021
01-05-2021,3,IPP CHP,SUN,solar,0,0,0.00746,0,0,0,0,0.84343,0,0,0,0.00746,2021
01-05-2021,3,IPP CHP,WAS,renewable waste products,0,0,0.21264,0,0.03429,0,0,15.76621,0,0,0,0.24693,2021
01-05-2021,3,IPP CHP,WWW,wood and wood wastes,0,0,0.97531,0,0.32627,,,78.81483,0,0,0,1.30158,2021
01-05-2021,4,Commercial Non-CHP,ALL,all fuels,0,0,0.6414,0,0,0,0,57.47752,0,0,0,0.6414,2021
01-05-2021,4,Commercial Non-CHP,AOR,all renewables,0,0,0.55977,0,0,0,0,50.18818,0,0,0,0.55977,2021
01-05-2021,4,Commercial Non-CHP,BIO,biomass,0,995.026,0.3787,0,0,0,0,29.71354,0.3806,0,995.026,0.3787,2021
01-05-2021,4,Commercial Non-CHP,DFO,distillate fuel oil,0,0.041,0.00024,0,0,0,0,0.008,5.9317,0,0.041,0.00024,2021
01-05-2021,4,Commercial Non-CHP,FOS,fossil fuels,0,0,0.07645,0,0,0,4.0602,6.70933,0,0,0,0.07645,2021
01-05-2021,4,Commercial Non-CHP,HPS,hydro-electric pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,4,Commercial Non-CHP,HYC,conventional hydroelectric,0,0,0.00517,0,0,0,0,0.58501,0,0,0,0.00517,2021
01-05-2021,4,Commercial Non-CHP,LFG,landfill gas,0,971.198,0.36337,0,0,0,0,28.36005,0.3742,0,971.198,0.36337,2021
01-05-2021,4,Commercial Non-CHP,MLG,municiapl landfill gas,0,0,0.36337,0,0,0,0,28.36005,0,0,0,0.36337,2021
01-05-2021,4,Commercial Non-CHP,NG,natural gas,0,72.226,0.07621,0,0,2.686666667,2.6274,6.70133,1.0551,0,72.226,0.07621,2021
01-05-2021,4,Commercial Non-CHP,NGO,natural gas & other gases,0,72.226,0.07621,0,0,4.15,4.0602,6.70133,1.0551,0,72.226,0.07621,2021
01-05-2021,4,Commercial Non-CHP,OB2,biomass,0,23.828,0.01533,0,0,0,0,1.35349,0.6432,0,23.828,0.01533,2021
01-05-2021,4,Commercial Non-CHP,OBW,biomass,0,23.828,0.01533,0,0,0,0,1.35349,0.6432,0,23.828,0.01533,2021
01-05-2021,4,Commercial Non-CHP,ORW,other renewables,0,0,0.01533,0,0,0,0,1.35349,0,0,0,0.01533,2021
01-05-2021,4,Commercial Non-CHP,OTH,other,0,0.054,0,0,0,0,0,-0.005,0,0,0.054,0,2021
01-05-2021,4,Commercial Non-CHP,PEL,petroleum liquids,0,0.041,0.00024,0,0,0,0,0.008,5.9317,0,0.041,0.00024,2021
01-05-2021,4,Commercial Non-CHP,PET,petroleum,0,0.041,0.00024,0,0,0,0,0.008,5.9317,0,0.041,0.00024,2021
01-05-2021,4,Commercial Non-CHP,REN,renewable,0,995.026,0.56495,0,0,0,0,50.77319,0.3806,0,995.026,0.56495,2021
01-05-2021,4,Commercial Non-CHP,SPV,solar photovoltaic,0,0,0.17578,0,0,0,0,19.87564,0,0,0,0.17578,2021
01-05-2021,4,Commercial Non-CHP,SUN,solar,0,0,0.17578,0,0,0,0,19.87564,0,0,0,0.17578,2021
01-05-2021,4,Commercial Non-CHP,WAS,renewable waste products,0,0,0.3787,0,0,0,0,29.71354,0,0,0,0.3787,2021
01-05-2021,4,Commercial Non-CHP,WND,wind,0,0,0.0053,0,0,0,0,0.599,0,0,0,0.0053,2021
01-05-2021,4,Commercial Non-CHP,WNT,onshore wind turbine,0,0,0.0053,0,0,0,0,0.599,0,0,0,0.0053,2021
01-05-2021,4,Commercial Non-CHP,WWW,wood and wood wastes,0,0,0,0,0,,,0,0,0,0,0,2021
01-05-2021,5,Commercial CHP,ALL,all fuels,0,0,0.92229,0,0.86476,0,0,134.14645,0,0,0,1.78705,2021
01-05-2021,5,Commercial CHP,AOR,all renewables,0,0,0.2715,0,0.05706,0,0,27.98149,0,0,0,0.32856,2021
01-05-2021,5,Commercial CHP,BIO,biomass,0,416.751,0.26436,89.572,0.05706,0,0,27.17349,0.6348,0,506.323,0.32141,2021
01-05-2021,5,Commercial CHP,DFO,distillate fuel oil,0,0.014,8.00E-05,0.011,6.00E-05,0,0,0.00962,5.6848,0,0.025,0.00014,2021
01-05-2021,5,Commercial CHP,FOS,fossil fuels,0,0,0.65079,0,0.80771,0,4.0602,106.17096,0,0,0,1.4585,2021
01-05-2021,5,Commercial CHP,HYC,conventional hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,5,Commercial CHP,LFG,landfill gas,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,5,Commercial CHP,MLG,municiapl landfill gas,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,5,Commercial CHP,NG,natural gas,0,626.785,0.65071,780.012,0.80765,2.686666667,2.6274,106.16134,1.0367,0,1406.797,1.45835,2021
01-05-2021,5,Commercial CHP,NGO,natural gas & other gases,0,626.785,0.65071,780.012,0.80765,4.15,4.0602,106.16134,1.0367,0,1406.797,1.45835,2021
01-05-2021,5,Commercial CHP,OB2,biomass,0,416.751,0.26436,89.572,0.05706,0,0,27.17349,0.6348,0,506.323,0.32141,2021
01-05-2021,5,Commercial CHP,OBW,biomass,0,416.751,0.26436,89.572,0.05706,0,0,27.17349,0.6348,0,506.323,0.32141,2021
01-05-2021,5,Commercial CHP,ORW,other renewables,0,0,0.26436,0,0.05706,0,0,27.17349,0,0,0,0.32141,2021
01-05-2021,5,Commercial CHP,OTH,other,0,0.054,0,0,0,0,0,-0.006,0,0,0.054,0,2021
01-05-2021,5,Commercial CHP,PEL,petroleum liquids,0,0.014,8.00E-05,0.011,6.00E-05,0,0,0.00962,5.6848,0,0.025,0.00014,2021
01-05-2021,5,Commercial CHP,PET,petroleum,0,0.014,8.00E-05,0.011,6.00E-05,0,0,0.00962,5.6848,0,0.025,0.00014,2021
01-05-2021,5,Commercial CHP,REN,renewable,0,416.751,0.2715,89.572,0.05706,0,0,27.98149,0.6348,0,506.323,0.32856,2021
01-05-2021,5,Commercial CHP,SPV,solar photovoltaic,0,0,0.00715,0,0,0,0,0.808,0,0,0,0.00715,2021
01-05-2021,5,Commercial CHP,SUN,solar,0,0,0.00715,0,0,0,0,0.808,0,0,0,0.00715,2021
01-05-2021,5,Commercial CHP,WAS,renewable waste products,0,0,0.26436,0,0.05706,0,0,27.17349,0,0,0,0.32141,2021
01-05-2021,5,Commercial CHP,WOO,waste oil and other oils,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,6,Industrial Non-CHP,ALL,all fuels,0,0,1.35033,0,0,0,0,96.12806,0,0,0,1.35033,2021
01-05-2021,6,Industrial Non-CHP,AOR,all renewables,0,0,0.58782,0,0,0,0,29.35847,0,0,0,0.58782,2021
01-05-2021,6,Industrial Non-CHP,BIO,biomass,0,54.751,0.51229,0,0,0,0,20.81846,9.3567,0,54.751,0.51229,2021
01-05-2021,6,Industrial Non-CHP,DFO,distillate fuel oil,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,6,Industrial Non-CHP,FOS,fossil fuels,0,0,0.76107,0,0,0,4.0602,66.60663,0,0,0,0.76107,2021
01-05-2021,6,Industrial Non-CHP,LFG,landfill gas,0,27.197,0.01632,0,0,0,0,1.23784,0.6,0,27.197,0.01632,2021
01-05-2021,6,Industrial Non-CHP,MLG,municiapl landfill gas,0,0,0.01632,0,0,0,0,1.23784,0,0,0,0.01632,2021
01-05-2021,6,Industrial Non-CHP,NG,natural gas,0,670.436,0.7048,0,0,2.686666667,2.6274,63.19941,1.0513,0,670.436,0.7048,2021
01-05-2021,6,Industrial Non-CHP,NGO,natural gas & other gases,0,718.417,0.76107,0,0,4.15,4.0602,66.60663,1.0594,0,718.417,0.76107,2021
01-05-2021,6,Industrial Non-CHP,OB2,biomass,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,6,Industrial Non-CHP,OBW,biomass,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,6,Industrial Non-CHP,OOG,other gases,0,47.981,0.05627,0,0,0,0,3.40722,1.1728,0,47.981,0.05627,2021
01-05-2021,6,Industrial Non-CHP,ORW,other renewables,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,6,Industrial Non-CHP,OTH,other,0,0,0.00144,0,0,0,0,0.16296,0,0,0,0.00144,2021
01-05-2021,6,Industrial Non-CHP,PEL,petroleum liquids,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,6,Industrial Non-CHP,PET,petroleum,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,6,Industrial Non-CHP,REN,renewable,0,54.751,0.58782,0,0,0,0,29.35847,9.3567,0,54.751,0.58782,2021
01-05-2021,6,Industrial Non-CHP,SPV,solar photovoltaic,0,0,0.06821,0,0,0,0,7.71302,0,0,0,0.06821,2021
01-05-2021,6,Industrial Non-CHP,SUN,solar,0,0,0.06821,0,0,0,0,7.71302,0,0,0,0.06821,2021
01-05-2021,6,Industrial Non-CHP,WAS,renewable waste products,0,0,0.01632,0,0,0,0,1.23784,0,0,0,0.01632,2021
01-05-2021,6,Industrial Non-CHP,WND,wind,0,0,0.00731,0,0,0,0,0.827,0,0,0,0.00731,2021
01-05-2021,6,Industrial Non-CHP,WNT,onshore wind turbine,0,0,0.00731,0,0,0,0,0.827,0,0,0,0.00731,2021
01-05-2021,6,Industrial Non-CHP,WWW,wood and wood wastes,0,0,0.49597,0,0,,,19.58062,0,0,0,0.49597,2021
01-05-2021,7,Industrial CHP,ALL,all fuels,0,0,6.8909,0,10.16003,0,0,1062.30036,0,0,0,17.05093,2021
01-05-2021,7,Industrial CHP,AOR,all renewables,0,0,0.47292,0,3.08695,0,0,46.58208,0,0,0,3.55987,2021
01-05-2021,7,Industrial CHP,BIO,biomass,0,32.403,0.47048,222.391,3.08695,0,0,46.30701,13.962,0,254.794,3.55743,2021
01-05-2021,7,Industrial CHP,BIS,bituminous coal and synthetic coal,7.88,0.227,0.00523,2.247,0.05175,,,1.13917,23.032,0.37,2.474,0.05698,2021
01-05-2021,7,Industrial CHP,BIT,bituminous coal,7.88,0.227,0.00523,2.247,0.05175,,,1.13917,23.032,0.37,2.474,0.05698,2021
01-05-2021,7,Industrial CHP,COL,"coal, excluding waste coal",7.88,4.94,0.11378,48.851,1.12514,,,24.7684,23.032,0.37,53.791,1.23891,2021
01-05-2021,7,Industrial CHP,COW,all coal products,7.88,4.94,0.11378,48.851,1.12514,0,0,24.7684,23.032,0.37,53.791,1.23891,2021
01-05-2021,7,Industrial CHP,DFO,distillate fuel oil,0,0.025,0.00014,0.192,0.00106,0,0,0.00561,5.5,0,0.217,0.00119,2021
01-05-2021,7,Industrial CHP,FOS,fossil fuels,7.88,0,6.02953,0,7.07308,0,4.0602,971.7975,0,0.37,0,13.10261,2021
01-05-2021,7,Industrial CHP,NG,natural gas,0,5207.032,5.35321,4165.691,4.29304,2.686666667,2.6274,839.86499,1.0292,0,9372.723,9.64626,2021
01-05-2021,7,Industrial CHP,NGO,natural gas & other gases,0,5694.836,5.89423,5754.325,5.92502,4.15,4.0602,943.13678,1.0323,0,11449.161,11.81925,2021
01-05-2021,7,Industrial CHP,OOG,other gases,0,487.804,0.54102,1588.634,1.63197,0,0,103.2718,1.0465,0,2076.438,2.17299,2021
01-05-2021,7,Industrial CHP,OTH,other,0,0.009,0.38845,0,0,0,0,43.92078,0,0,0.009,0.38845,2021
01-05-2021,7,Industrial CHP,PC,petroleum coke,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,7,Industrial CHP,PEL,petroleum liquids,0,4.935,0.02152,5.212,0.02293,0,0,3.89232,4.3805,0,10.147,0.04445,2021
01-05-2021,7,Industrial CHP,PET,petroleum,0,4.935,0.02152,5.212,0.02293,0,0,3.89232,4.3805,0,10.147,0.04445,2021
01-05-2021,7,Industrial CHP,RC,refined coal,0,4.713,0.10855,46.604,1.07339,,,23.62923,23.032,0,51.317,1.18193,2021
01-05-2021,7,Industrial CHP,REN,renewable,0,32.403,0.47292,222.391,3.08695,0,0,46.58208,13.962,0,254.794,3.55987,2021
01-05-2021,7,Industrial CHP,RFO,residual fuel oil,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,7,Industrial CHP,SPV,solar photovoltaic,0,0,0.00243,0,0,0,0,0.27508,0,0,0,0.00243,2021
01-05-2021,7,Industrial CHP,SUN,solar,0,0,0.00243,0,0,0,0,0.27508,0,0,0,0.00243,2021
01-05-2021,7,Industrial CHP,WOO,waste oil and other oils,0,4.91,0.02139,5.02,0.02187,0,0,3.88671,4.356,0,9.93,0.04326,2021
01-05-2021,7,Industrial CHP,WWW,wood and wood wastes,0,0,0.47048,0,3.08695,,,46.30701,0,0,0,3.55743,2021
01-05-2021,90,Electric Power Sector Non-CHP,ALL,all fuels,0,0,125.87294,0,0.14649,0,0,14249.95674,0,0,0,126.01942,2021
01-05-2021,90,Electric Power Sector Non-CHP,AOR,all renewables,0,0,63.80772,0,0.0003,0,0,7072.81075,0,0,0,63.80802,2021
01-05-2021,90,Electric Power Sector Non-CHP,BIO,biomass,0,3000.214,3.46191,0.72,0.0003,0,0,249.45154,1.1537,0,3000.934,3.46221,2021
01-05-2021,90,Electric Power Sector Non-CHP,DFO,distillate fuel oil,0,5.848,0.03372,0,0,0,0,3.02655,5.7651,0,5.848,0.03372,2021
01-05-2021,90,Electric Power Sector Non-CHP,FOS,fossil fuels,0,0,32.07554,0,0.14619,0,4.0602,4182.03191,0,0,0,32.22173,2021
01-05-2021,90,Electric Power Sector Non-CHP,GEO,geothermal,0,0,7.99635,0,0,0,0,904.15494,0,0,0,7.99635,2021
01-05-2021,90,Electric Power Sector Non-CHP,HPS,hydro-electric pumped storage,0,0,0,0,0,0,0,-81.609,0,0,0,0,2021
01-05-2021,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric,0,0,12.46412,0,0,0,0,1409.30594,0,0,0,12.46412,2021
01-05-2021,90,Electric Power Sector Non-CHP,LFG,landfill gas,0,2567.892,1.17457,0.485,0.00016,0,0,102.39321,0.4574,0,2568.377,1.17473,2021
01-05-2021,90,Electric Power Sector Non-CHP,MLG,municiapl landfill gas,0,0,1.22678,0,0.00016,0,0,104.31085,0,0,0,1.22694,2021
01-05-2021,90,Electric Power Sector Non-CHP,MSB,biogenic municipal solid waste,0,6.552,0.05221,0,0,,,1.91764,7.968,0,6.552,0.05221,2021
01-05-2021,90,Electric Power Sector Non-CHP,NG,natural gas,0,31070.161,32.03608,142.803,0.14619,2.686666667,2.6274,4178.61666,1.0311,0,31212.964,32.18227,2021
01-05-2021,90,Electric Power Sector Non-CHP,NGO,natural gas & other gases,0,31070.161,32.03608,142.803,0.14619,4.15,4.0602,4178.61666,1.0311,0,31212.964,32.18227,2021
01-05-2021,90,Electric Power Sector Non-CHP,NUC,nuclear,0,0,17.46175,0,0,0,0,1674.327,0,0,0,17.46175,2021
01-05-2021,90,Electric Power Sector Non-CHP,OB2,biomass,0,306.734,0.39143,0.235,0.00013,0,0,32.39159,1.2756,0,306.969,0.39156,2021
01-05-2021,90,Electric Power Sector Non-CHP,OBW,biomass,0,313.286,0.44364,0.235,0.00013,0,0,34.30923,1.4154,0,313.521,0.44377,2021
01-05-2021,90,Electric Power Sector Non-CHP,OOG,other gases,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,90,Electric Power Sector Non-CHP,ORW,other renewables,0,0,0.39143,0,0.00013,0,0,32.39159,0,0,0,0.39156,2021
01-05-2021,90,Electric Power Sector Non-CHP,OTH,other,0,63.99,0.06381,0,0,0,0,-6.90987,0.9972,0,63.99,0.06381,2021
01-05-2021,90,Electric Power Sector Non-CHP,PC,petroleum coke,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,90,Electric Power Sector Non-CHP,PEL,petroleum liquids,0,6.97035,0.03946,0,0,0,0,3.41525,5.6604,0,6.97035,0.03946,2021
01-05-2021,90,Electric Power Sector Non-CHP,PET,petroleum,0,6.97035,0.03946,0,0,0,0,3.41525,5.6604,0,6.97035,0.03946,2021
01-05-2021,90,Electric Power Sector Non-CHP,REN,renewable,0,3000.214,76.27184,0.72,0.0003,0,0,8482.11669,1.1537,0,3000.934,76.27214,2021
01-05-2021,90,Electric Power Sector Non-CHP,RFO,residual fuel oil,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,90,Electric Power Sector Non-CHP,SPV,solar photovoltaic,0,0,31.93845,0,0,0,0,3611.31082,0,0,0,31.93845,2021
01-05-2021,90,Electric Power Sector Non-CHP,STH,solar thermal,0,0,2.4662,0,0,,,278.856,0,0,0,2.4662,2021
01-05-2021,90,Electric Power Sector Non-CHP,SUN,solar,0,0,34.40465,0,0,0,0,3890.16682,0,0,0,34.40465,2021
01-05-2021,90,Electric Power Sector Non-CHP,WAS,renewable waste products,0,0,1.61821,0,0.0003,0,0,136.70244,0,0,0,1.6185,2021
01-05-2021,90,Electric Power Sector Non-CHP,WND,wind,0,0,17.94481,0,0,0,0,2029.03746,0,0,0,17.94481,2021
01-05-2021,90,Electric Power Sector Non-CHP,WNT,onshore wind turbine,0,0,17.94481,0,0,0,0,2029.03746,0,0,0,17.94481,2021
01-05-2021,90,Electric Power Sector Non-CHP,WOO,waste oil and other oils,0,1.12235,0.00574,0,0,0,0,0.3887,5.1154,0,1.12235,0.00574,2021
01-05-2021,90,Electric Power Sector Non-CHP,WWW,wood and wood wastes,0,0,1.84371,0,0,,,112.7491,0,0,0,1.84371,2021
01-05-2021,94,Independent Power Producers,ALL,all fuels,0,0,89.35555,0,2.10539,0,0,10495.79573,0,0,0,91.46094,2021
01-05-2021,94,Independent Power Producers,AOR,all renewables,0,0,63.06868,0,0.36056,0,0,6949.35235,0,0,0,63.42924,2021
01-05-2021,94,Independent Power Producers,BIO,biomass,0,3180.987,4.63597,78.505,0.36056,0,0,342.30867,1.5329,0,3259.492,4.99653,2021
01-05-2021,94,Independent Power Producers,BIS,bituminous coal and synthetic coal,0,0,0,0,0,,,0,0,0,0,0,2021
01-05-2021,94,Independent Power Producers,BIT,bituminous coal,0,0,0,0,0,,,0,0,0,0,0,2021
01-05-2021,94,Independent Power Producers,COL,"coal, excluding waste coal",0,0,0,0,0,,,0,0,0,0,0,2021
01-05-2021,94,Independent Power Producers,COW,all coal products,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,94,Independent Power Producers,DFO,distillate fuel oil,0,1.116,0.0067,0,0,0,0,0.24552,5.9996,0,1.116,0.0067,2021
01-05-2021,94,Independent Power Producers,FOS,fossil fuels,0,0,25.41872,0,1.73992,0,4.0602,3472.14854,0,0,0,27.15863,2021
01-05-2021,94,Independent Power Producers,GEO,geothermal,0,0,7.51468,0,0,0,0,849.69194,0,0,0,7.51468,2021
01-05-2021,94,Independent Power Producers,HYC,conventional hydroelectric,0,0,0.62949,0,0,0,0,71.16913,0,0,0,0.62949,2021
01-05-2021,94,Independent Power Producers,LFG,landfill gas,0,2641.657,1.21193,46.059,0.02116,0,0,107.07762,0.4588,0,2687.716,1.23309,2021
01-05-2021,94,Independent Power Producers,MLG,municiapl landfill gas,0,0,1.40719,0,0.02519,0,0,116.46401,0,0,0,1.43238,2021
01-05-2021,94,Independent Power Producers,MSB,biogenic municipal solid waste,0,26.766,0.19526,0.569,0.00403,,,9.38639,7.2906,0,27.335,0.19929,2021
01-05-2021,94,Independent Power Producers,NG,natural gas,0,24743.189,25.4073,1689.97,1.73992,2.686666667,2.6274,3471.54732,1.027,0,26433.159,27.14721,2021
01-05-2021,94,Independent Power Producers,NGO,natural gas & other gases,0,24743.189,25.4073,1689.97,1.73992,4.15,4.0602,3471.54732,1.027,0,26433.159,27.14721,2021
01-05-2021,94,Independent Power Producers,OB2,biomass,0,332.875,0.40976,12.066,0.0091,0,0,34.28073,1.2143,0,344.941,0.41886,2021
01-05-2021,94,Independent Power Producers,OBW,biomass,0,359.641,0.60502,12.635,0.01313,0,0,43.66712,1.6605,0,372.276,0.61815,2021
01-05-2021,94,Independent Power Producers,ORW,other renewables,0,0,0.40976,0,0.0091,0,0,34.28073,0,0,0,0.41886,2021
01-05-2021,94,Independent Power Producers,OTH,other,0,72.019,0.23866,0.364,0.00492,0,0,3.12571,3.3652,0,72.383,0.24358,2021
01-05-2021,94,Independent Power Producers,PC,petroleum coke,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,94,Independent Power Producers,PEL,petroleum liquids,0,1.97364,0.01142,0,0,0,0,0.60122,5.7856,0,1.97364,0.01142,2021
01-05-2021,94,Independent Power Producers,PET,petroleum,0,1.97364,0.01142,0,0,0,0,0.60122,5.7856,0,1.97364,0.01142,2021
01-05-2021,94,Independent Power Producers,REN,renewable,0,3180.987,63.69817,78.505,0.36056,0,0,7020.52148,1.5329,0,3259.492,64.05873,2021
01-05-2021,94,Independent Power Producers,SPV,solar photovoltaic,0,0,31.53369,0,0,0,0,3565.54411,0,0,0,31.53369,2021
01-05-2021,94,Independent Power Producers,STH,solar thermal,0,0,2.4662,0,0,,,278.856,0,0,0,2.4662,2021
01-05-2021,94,Independent Power Producers,SUN,solar,0,0,33.99989,0,0,0,0,3844.40011,0,0,0,33.99989,2021
01-05-2021,94,Independent Power Producers,WAS,renewable waste products,0,0,1.81695,0,0.03429,0,0,150.74474,0,0,0,1.85124,2021
01-05-2021,94,Independent Power Producers,WND,wind,0,0,16.91814,0,0,0,0,1912.95164,0,0,0,16.91814,2021
01-05-2021,94,Independent Power Producers,WNT,onshore wind turbine,0,0,16.91814,0,0,0,0,1912.95164,0,0,0,16.91814,2021
01-05-2021,94,Independent Power Producers,WOO,waste oil and other oils,0,0.85764,0.00472,0,0,0,0,0.3557,5.507,0,0.85764,0.00472,2021
01-05-2021,94,Independent Power Producers,WWW,wood and wood wastes,0,0,2.81902,0,0.32627,,,191.56393,0,0,0,3.14529,2021
01-05-2021,95,Coal Consumption,ALL,all fuels,0,0,1.46516,0,1.19234,0,0,211.1516,0,0,0,2.6575,2021
01-05-2021,95,Coal Consumption,AOR,all renewables,0,0,0.00191,0,0,0,0,0.2156,0,0,0,0.00191,2021
01-05-2021,95,Coal Consumption,FOS,fossil fuels,0,0,1.46325,0,1.19234,0,4.0602,210.93599,0,0,0,2.6556,2021
01-05-2021,95,Coal Consumption,NG,natural gas,0,1357.928,1.40858,1161.021,1.19234,2.686666667,2.6274,207.59199,1.0325,0,2518.949,2.60092,2021
01-05-2021,95,Coal Consumption,NGO,natural gas & other gases,0,1404.781,1.46325,1161.021,1.19234,4.15,4.0602,210.93599,1.035,0,2565.802,2.6556,2021
01-05-2021,95,Coal Consumption,OOG,other gases,0,46.853,0.05468,0,0,0,0,3.344,1.167,0,46.853,0.05468,2021
01-05-2021,95,Coal Consumption,REN,renewable,0,0,0.00191,0,0,0,0,0.2156,0,0,0,0.00191,2021
01-05-2021,95,Coal Consumption,SPV,solar photovoltaic,0,0,0.00191,0,0,0,0,0.2156,0,0,0,0.00191,2021
01-05-2021,95,Coal Consumption,SUN,solar,0,0,0.00191,0,0,0,0,0.2156,0,0,0,0.00191,2021
01-05-2021,96,All Commercial,ALL,all fuels,0,0,1.56369,0,0.86476,0,0,191.62398,0,0,0,2.42845,2021
01-05-2021,96,All Commercial,AOR,all renewables,0,0,0.83128,0,0.05706,0,0,78.16967,0,0,0,0.88833,2021
01-05-2021,96,All Commercial,BIO,biomass,0,1411.777,0.64305,89.572,0.05706,0,0,56.88703,0.4663,0,1501.349,0.70011,2021
01-05-2021,96,All Commercial,DFO,distillate fuel oil,0,0.055,0.00033,0.011,6.00E-05,0,0,0.01762,5.8382,0,0.066,0.00039,2021
01-05-2021,96,All Commercial,FOS,fossil fuels,0,0,0.72724,0,0.80771,0,4.0602,112.88029,0,0,0,1.53495,2021
01-05-2021,96,All Commercial,HPS,hydro-electric pumped storage,0,0,0,0,0,0,0,0,0,0,0,0,2021
01-05-2021,96,All Commercial,HYC,conventional hydroelectric,0,0,0.00517,0,0,0,0,0.58501,0,0,0,0.00517,2021
01-05-2021,96,All Commercial,LFG,landfill gas,0,971.198,0.36337,0,0,0,0,28.36005,0.3742,0,971.198,0.36337,2021
01-05-2021,96,All Commercial,MLG,municiapl landfill gas,0,0,0.36337,0,0,0,0,28.36005,0,0,0,0.36337,2021
01-05-2021,96,All Commercial,NG,natural gas,0,699.011,0.72691,780.012,0.80765,0,0,112.86268,1.0376,0,1479.023,1.53456,2021
01-05-2021,96,All Commercial,NGO,natural gas & other gases,0,699.011,0.72691,780.012,0.80765,4.15,4.0602,112.86268,1.0376,0,1479.023,1.53456,2021
01-05-2021,96,All Commercial,OB2,biomass,0,440.579,0.27968,89.572,0.05706,0,0,28.52698,0.6352,0,530.151,0.33674,2021
