period,sectorid,sectordescription,fueltypeid,fueltypedescription,ash_content,consumption_for_eg,consumption_for_eg_btu,consumption_uto,consumption_uto_btu,cost,cost_per_btu,generation,heat_content,sulfur_content,total_consumption,total_consumption_btu,year
01-01-2025,1,Electric Utility,ALL,all fuels,,0,42.47429,0,0.07525,0,0,5848.67806,0,,0,42.54954,2025
01-01-2025,1,Electric Utility,AOR,all renewables,,0,0.50047,0,0.00174,0,0,140.71338,0,,0,0.50221,2025
01-01-2025,1,Electric Utility,BIO,biomass,,65.142,0.04054,3.373,0.00174,0,0,5.91243,0.617,,68.515,0.04227,2025
01-01-2025,1,Electric Utility,DFO,distillate fuel oil,,4.789,0.02812,0,0,0,0,2.44786,5.8719,,4.789,0.02812,2025
01-01-2025,1,Electric Utility,FOS,fossil fuels,,0,19.24456,0,0.07352,0,5.5117,2574.53638,0,,0,19.31807,2025
01-01-2025,1,Electric Utility,GEO,geothermal,,0,0.23734,0,0,0,0,69.56,0,,0,0.23734,2025
01-01-2025,1,Electric Utility,HPS,hydro-electric pumped storage,,0,0,0,0,0,0,-45.552,0,,0,0,2025
01-01-2025,1,Electric Utility,HYC,conventional hydroelectric,,0,5.10363,0,0,0,0,1495.64129,0,,0,5.10363,2025
01-01-2025,1,Electric Utility,NG,natural gas,,18479.526,19.21404,71.851,0.07352,5.71,5.5117,2571.99152,1.0397,,18551.377,19.28756,2025
01-01-2025,1,Electric Utility,NGO,natural gas & other gases,,18479.526,19.21404,71.851,0.07352,5.71,5.5117,2571.99152,1.0397,,18551.377,19.28756,2025
01-01-2025,1,Electric Utility,NUC,nuclear,,0,17.62563,0,0,0,0,1686.34,0,,0,17.62563,2025
01-01-2025,1,Electric Utility,OB2,biomass,,60.223,0.0384,1.587,0.00096,0,0,5.73463,0.6368,,61.81,0.03936,2025
01-01-2025,1,Electric Utility,OBW,biomass,,60.223,0.0384,1.587,0.00096,0,0,5.73463,0.6368,,61.81,0.03936,2025
01-01-2025,1,Electric Utility,OOG,other gases,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,1,Electric Utility,ORW,other renewables,,0,0.0384,0,0.00096,0,0,5.73463,0,,0,0.03936,2025
01-01-2025,1,Electric Utility,OTH,other,,16.826,0,0,0,0,0,-3.001,0,,16.826,0,2025
01-01-2025,1,Electric Utility,PEL,petroleum liquids,,5.41188,0.03052,0,0,0,0,2.54486,5.6388,,5.41188,0.03052,2025
01-01-2025,1,Electric Utility,PET,petroleum,,5.41188,0.03052,0,0,0,0,2.54486,5.6388,,5.41188,0.03052,2025
01-01-2025,1,Electric Utility,REN,renewable,,65.142,5.6041,3.373,0.00174,0,0,1636.35468,0.617,,68.515,5.60584,2025
01-01-2025,1,Electric Utility,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,1,Electric Utility,SPV,solar photovoltaic,,0,0.07041,0,0,0,0,20.63554,0,,0,0.07041,2025
01-01-2025,1,Electric Utility,SUN,solar,,0,0.07041,0,0,0,0,20.63554,0,,0,0.07041,2025
01-01-2025,1,Electric Utility,WAS,renewable waste products,,0,0.04054,0,0.00174,0,0,5.91243,0,,0,0.04227,2025
01-01-2025,1,Electric Utility,WND,wind,,0,0.15219,0,0,0,0,44.60541,0,,0,0.15219,2025
01-01-2025,1,Electric Utility,WNT,onshore wind turbine,,0,0.15219,0,0,0,0,44.60541,0,,0,0.15219,2025
01-01-2025,1,Electric Utility,WOO,waste oil and other oils,,0.62288,0.0024,0,0,0,0,0.097,3.8464,,0.62288,0.0024,2025
01-01-2025,2,IPP Non-CHP,ALL,all fuels,,0,43.31165,0,0,0,0,8283.08791,0,,0,43.31165,2025
01-01-2025,2,IPP Non-CHP,AOR,all renewables,,0,21.01131,0,0,0,0,5378.66076,0,,0,21.01131,2025
01-01-2025,2,IPP Non-CHP,BIO,biomass,,2568.184,2.90127,0,0,0,0,208.5228,1.1297,,2568.184,2.90127,2025
01-01-2025,2,IPP Non-CHP,DFO,distillate fuel oil,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,2,IPP Non-CHP,FOS,fossil fuels,,0,22.02581,0,0,0,5.5117,2959.23495,0,,0,22.02581,2025
01-01-2025,2,IPP Non-CHP,GEO,geothermal,,0,3.0191,0,0,0,0,884.84828,0,,0,3.0191,2025
01-01-2025,2,IPP Non-CHP,HYC,conventional hydroelectric,,0,0.27453,0,0,0,0,,0,,0,0.27453,2025
01-01-2025,2,IPP Non-CHP,LFG,landfill gas,,2198.853,1.00202,0,0,0,0,92.78404,0.4557,,2198.853,1.00202,2025
01-01-2025,2,IPP Non-CHP,MLG,municiapl landfill gas,,0,1.00202,0,0,0,0,92.78404,0,,0,1.00202,2025
01-01-2025,2,IPP Non-CHP,NG,natural gas,,21212.013,22.01337,0,0,4.326,5.243325,2958.37695,1.0378,,21212.013,22.01337,2025
01-01-2025,2,IPP Non-CHP,NGO,natural gas & other gases,,21212.013,22.01337,0,0,5.71,5.5117,2958.37695,1.0378,,21212.013,22.01337,2025
01-01-2025,2,IPP Non-CHP,OB2,biomass,,272.303,0.34566,0,0,0,0,25.99751,1.2694,,272.303,0.34566,2025
01-01-2025,2,IPP Non-CHP,OBW,biomass,,272.303,0.34566,0,0,0,0,25.99751,1.2694,,272.303,0.34566,2025
01-01-2025,2,IPP Non-CHP,ORW,other renewables,,0,0.34566,0,0,0,0,25.99751,0,,0,0.34566,2025
01-01-2025,2,IPP Non-CHP,OTH,other,,960.581,0,0,0,0,0,-135.268,0,,960.581,0,2025
01-01-2025,2,IPP Non-CHP,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,2,IPP Non-CHP,PEL,petroleum liquids,,2.233,0.01244,0,0,0,0,0.858,5.571,,2.233,0.01244,2025
01-01-2025,2,IPP Non-CHP,PET,petroleum,,2.233,0.01244,0,0,0,0,0.858,5.571,,2.233,0.01244,2025
01-01-2025,2,IPP Non-CHP,REN,renewable,,2568.184,21.28584,0,0,0,0,5459.12097,1.1297,,2568.184,21.28584,2025
01-01-2025,2,IPP Non-CHP,SPV,solar photovoltaic,,0,10.32322,0,0,0,0,3025.56103,0,,0,10.32322,2025
01-01-2025,2,IPP Non-CHP,STH,solar thermal,,0,0.70209,0,0,,,68.164,0,,0,0.70209,2025
01-01-2025,2,IPP Non-CHP,SUN,solar,,0,11.02531,0,0,0,0,3093.72503,0,,0,11.02531,2025
01-01-2025,2,IPP Non-CHP,WAS,renewable waste products,,0,1.34768,0,0,0,0,118.78155,0,,0,1.34768,2025
01-01-2025,2,IPP Non-CHP,WND,wind,,0,4.06562,0,0,0,0,1191.56466,0,,0,4.06562,2025
01-01-2025,2,IPP Non-CHP,WNT,onshore wind turbine,,0,4.06562,0,0,0,0,1191.56466,0,,0,4.06562,2025
01-01-2025,2,IPP Non-CHP,WOO,waste oil and other oils,,2.233,0.01244,0,0,0,0,0.858,5.571,,2.233,0.01244,2025
01-01-2025,2,IPP Non-CHP,WWW,wood and wood wastes,,0,1.5536,0,0,,,89.74124,0,,0,1.5536,2025
01-01-2025,3,IPP CHP,ALL,all fuels,,0,6.1151,0,2.04528,0,0,914.1788,0,,0,8.16038,2025
01-01-2025,3,IPP CHP,AOR,all renewables,,0,0.51025,0,0.48696,0,0,50.49213,0,,0,0.99721,2025
01-01-2025,3,IPP CHP,BIO,biomass,,157.859,0.50879,137.193,0.48696,0,0,50.06394,3.3748,,295.052,0.99575,2025
01-01-2025,3,IPP CHP,BIS,bituminous coal and synthetic coal,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,3,IPP CHP,BIT,bituminous coal,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,3,IPP CHP,COL,"coal, excluding waste coal",,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,3,IPP CHP,COW,all coal products,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,3,IPP CHP,DFO,distillate fuel oil,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,3,IPP CHP,FOS,fossil fuels,,0,5.60485,0,1.55832,0,5.5117,863.68667,0,,0,7.16318,2025
01-01-2025,3,IPP CHP,LFG,landfill gas,,98.071,0.04256,70.984,0.03081,0,0,5.19376,0.434,,169.055,0.07337,2025
01-01-2025,3,IPP CHP,MLG,municiapl landfill gas,,0,0.04256,0,0.03081,0,0,5.19376,0,,0,0.07337,2025
01-01-2025,3,IPP CHP,NG,natural gas,,5453.1,5.60485,1498.924,1.55832,4.326,5.243325,863.68667,1.0304,,6952.024,7.16318,2025
01-01-2025,3,IPP CHP,NGO,natural gas & other gases,,5453.1,5.60485,1498.924,1.55832,5.71,5.5117,863.68667,1.0304,,6952.024,7.16318,2025
01-01-2025,3,IPP CHP,OB2,biomass,,31.805,0.01931,39.135,0.02376,0,0,2.06572,0.607,,70.94,0.04306,2025
01-01-2025,3,IPP CHP,OBW,biomass,,31.805,0.01931,39.135,0.02376,0,0,2.06572,0.607,,70.94,0.04306,2025
01-01-2025,3,IPP CHP,ORW,other renewables,,0,0.01931,0,0.02376,0,0,2.06572,0,,0,0.04306,2025
01-01-2025,3,IPP CHP,OTH,other,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,3,IPP CHP,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,3,IPP CHP,PEL,petroleum liquids,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,3,IPP CHP,PET,petroleum,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,3,IPP CHP,REN,renewable,,157.859,0.51025,137.193,0.48696,0,0,50.49213,3.3748,,295.052,0.99721,2025
01-01-2025,3,IPP CHP,SPV,solar photovoltaic,,0,0.00146,0,0,0,0,,0,,0,0.00146,2025
01-01-2025,3,IPP CHP,SUN,solar,,0,0.00146,0,0,0,0,,0,,0,0.00146,2025
01-01-2025,3,IPP CHP,WAS,renewable waste products,,0,0.06187,0,0.05456,0,0,7.25948,0,,0,0.11643,2025
01-01-2025,3,IPP CHP,WWW,wood and wood wastes,,0,0.44692,0,0.4324,,,42.80445,0,,0,0.87932,2025
01-01-2025,4,Commercial Non-CHP,ALL,all fuels,,0,0.41494,0,0,0,0,39.90289,0,,0,0.41494,2025
01-01-2025,4,Commercial Non-CHP,AOR,all renewables,,0,0.38026,0,0,0,0,36.51504,0,,0,0.38026,2025
01-01-2025,4,Commercial Non-CHP,BIO,biomass,,896.838,0.34468,0,0,0,0,26.08616,0.3843,,896.838,0.34468,2025
01-01-2025,4,Commercial Non-CHP,DFO,distillate fuel oil,,0.003,2.00E-05,0,0,0,0,0.001,5.6,,0.003,2.00E-05,2025
01-01-2025,4,Commercial Non-CHP,FOS,fossil fuels,,0,0.02865,0,0,0,5.5117,1.64002,0,,0,0.02865,2025
01-01-2025,4,Commercial Non-CHP,HYC,conventional hydroelectric,,0,0.00603,0,0,0,0,,0,,0,0.00603,2025
01-01-2025,4,Commercial Non-CHP,LFG,landfill gas,,875.944,0.33214,0,0,0,0,24.96794,0.3792,,875.944,0.33214,2025
01-01-2025,4,Commercial Non-CHP,MLG,municiapl landfill gas,,0,0.33214,0,0,0,0,24.96794,0,,0,0.33214,2025
01-01-2025,4,Commercial Non-CHP,MSB,biogenic municipal solid waste,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,4,Commercial Non-CHP,NG,natural gas,,26.112,0.02863,0,0,4.326,5.243325,1.63902,1.0965,,26.112,0.02863,2025
01-01-2025,4,Commercial Non-CHP,NGO,natural gas & other gases,,26.112,0.02863,0,0,5.71,5.5117,1.63902,1.0965,,26.112,0.02863,2025
01-01-2025,4,Commercial Non-CHP,OB2,biomass,,20.894,0.01254,0,0,0,0,1.11822,0.6,,20.894,0.01254,2025
01-01-2025,4,Commercial Non-CHP,OBW,biomass,,20.894,0.01254,0,0,0,0,1.11822,0.6,,20.894,0.01254,2025
01-01-2025,4,Commercial Non-CHP,ORW,other renewables,,0,0.01254,0,0,0,0,1.11822,0,,0,0.01254,2025
01-01-2025,4,Commercial Non-CHP,OTH,other,,0.099,0,0,0,0,0,-0.02,0,,0.099,0,2025
01-01-2025,4,Commercial Non-CHP,PEL,petroleum liquids,,0.003,2.00E-05,0,0,0,0,0.001,5.6,,0.003,2.00E-05,2025
01-01-2025,4,Commercial Non-CHP,PET,petroleum,,0.003,2.00E-05,0,0,0,0,0.001,5.6,,0.003,2.00E-05,2025
01-01-2025,4,Commercial Non-CHP,REN,renewable,,896.838,0.38629,0,0,0,0,38.28287,0.3843,,896.838,0.38629,2025
01-01-2025,4,Commercial Non-CHP,SPV,solar photovoltaic,,0,0.03369,0,0,0,0,9.87388,0,,0,0.03369,2025
01-01-2025,4,Commercial Non-CHP,SUN,solar,,0,0.03369,0,0,0,0,9.87388,0,,0,0.03369,2025
01-01-2025,4,Commercial Non-CHP,WAS,renewable waste products,,0,0.34468,0,0,0,0,26.08616,0,,0,0.34468,2025
01-01-2025,4,Commercial Non-CHP,WND,wind,,0,0.00189,0,0,0,0,0.555,0,,0,0.00189,2025
01-01-2025,4,Commercial Non-CHP,WNT,onshore wind turbine,,0,0.00189,0,0,0,0,0.555,0,,0,0.00189,2025
01-01-2025,5,Commercial CHP,ALL,all fuels,,0,0.96694,0,0.91629,0,0,148.56132,0,,0,1.88323,2025
01-01-2025,5,Commercial CHP,AOR,all renewables,,0,0.27267,0,0.10059,0,0,32.17766,0,,0,0.37327,2025
01-01-2025,5,Commercial CHP,BIO,biomass,,442.422,0.27058,163.053,0.10059,0,0,31.56542,0.613,,605.475,0.37118,2025
01-01-2025,5,Commercial CHP,FOS,fossil fuels,,0,0.69405,0,0.81569,0,5.5117,116.32816,0,,0,1.50974,2025
01-01-2025,5,Commercial CHP,HYC,conventional hydroelectric,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,5,Commercial CHP,NG,natural gas,,667.661,0.69382,783.282,0.81545,4.326,5.243325,116.291,1.0402,,1450.943,1.50927,2025
01-01-2025,5,Commercial CHP,NGO,natural gas & other gases,,667.661,0.69382,783.282,0.81545,5.71,5.5117,116.291,1.0402,,1450.943,1.50927,2025
01-01-2025,5,Commercial CHP,OB2,biomass,,442.422,0.27058,163.053,0.10059,0,0,31.56542,0.613,,605.475,0.37118,2025
01-01-2025,5,Commercial CHP,OBW,biomass,,442.422,0.27058,163.053,0.10059,0,0,31.56542,0.613,,605.475,0.37118,2025
01-01-2025,5,Commercial CHP,ORW,other renewables,,0,0.27058,0,0.10059,0,0,31.56542,0,,0,0.37118,2025
01-01-2025,5,Commercial CHP,OTH,other,,0.064,0.00023,0,0,0,0,,0,,0.064,0.00023,2025
01-01-2025,5,Commercial CHP,REN,renewable,,442.422,0.27267,163.053,0.10059,0,0,32.17766,0.613,,605.475,0.37327,2025
01-01-2025,5,Commercial CHP,SPV,solar photovoltaic,,0,0.00209,0,0,0,0,0.61224,0,,0,0.00209,2025
01-01-2025,5,Commercial CHP,SUN,solar,,0,0.00209,0,0,0,0,0.61224,0,,0,0.00209,2025
01-01-2025,5,Commercial CHP,WAS,renewable waste products,,0,0.27058,0,0.10059,0,0,31.56542,0,,0,0.37118,2025
01-01-2025,5,Commercial CHP,WOO,waste oil and other oils,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,6,Industrial Non-CHP,ALL,all fuels,,0,1.22155,0,0,0,0,99.36532,0,,0,1.22155,2025
01-01-2025,6,Industrial Non-CHP,AOR,all renewables,,0,0.58933,0,0,0,0,48.0946,0,,0,0.58933,2025
01-01-2025,6,Industrial Non-CHP,BIO,biomass,,49.792,0.4988,0,0,0,0,21.56088,10.0176,,49.792,0.4988,2025
01-01-2025,6,Industrial Non-CHP,FOS,fossil fuels,,0,0.63223,0,0,0,5.5117,51.27073,0,,0,0.63223,2025
01-01-2025,6,Industrial Non-CHP,LFG,landfill gas,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,6,Industrial Non-CHP,MLG,municiapl landfill gas,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,6,Industrial Non-CHP,NG,natural gas,,554.567,0.57919,0,0,4.326,5.243325,47.84673,1.0444,,554.567,0.57919,2025
01-01-2025,6,Industrial Non-CHP,NGO,natural gas & other gases,,601.797,0.63223,0,0,5.71,5.5117,51.27073,1.0506,,601.797,0.63223,2025
01-01-2025,6,Industrial Non-CHP,OOG,other gases,,47.23,0.05304,0,0,0,0,3.424,1.123,,47.23,0.05304,2025
01-01-2025,6,Industrial Non-CHP,OTH,other,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,6,Industrial Non-CHP,REN,renewable,,49.792,0.58933,0,0,0,0,48.0946,10.0176,,49.792,0.58933,2025
01-01-2025,6,Industrial Non-CHP,SPV,solar photovoltaic,,0,0.06875,0,0,0,0,20.15039,0,,0,0.06875,2025
01-01-2025,6,Industrial Non-CHP,SUN,solar,,0,0.06875,0,0,0,0,20.15039,0,,0,0.06875,2025
01-01-2025,6,Industrial Non-CHP,WND,wind,,0,0.02178,0,0,0,0,,0,,0,0.02178,2025
01-01-2025,6,Industrial Non-CHP,WNT,onshore wind turbine,,0,0.02178,0,0,0,0,6.38334,0,,0,0.02178,2025
01-01-2025,6,Industrial Non-CHP,WWW,wood and wood wastes,,0,0.48708,0,0,,,20.46936,0,,0,0.48708,2025
01-01-2025,7,Industrial CHP,ALL,all fuels,,0,5.53477,0,6.92618,0,0,865.90409,0,,0,12.46095,2025
01-01-2025,7,Industrial CHP,AOR,all renewables,,0,0.3323,0,0.67083,0,0,41.28234,0,,0,1.00313,2025
01-01-2025,7,Industrial CHP,BIO,biomass,,21.124,0.33182,42.126,0.67083,0,0,41.144,15.8523,,63.25,1.00266,2025
01-01-2025,7,Industrial CHP,BIS,bituminous coal and synthetic coal,6.73,4.511,0.09432,44.1,0.92204,,,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,7,Industrial CHP,BIT,bituminous coal,6.73,4.511,0.09432,44.1,0.92204,,,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,7,Industrial CHP,COL,"coal, excluding waste coal",6.73,4.511,0.09432,44.1,0.92204,,,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,7,Industrial CHP,COW,all coal products,6.73,4.511,0.09432,44.1,0.92204,0,0,19.82677,20.908,0.39,48.611,1.01636,2025
01-01-2025,7,Industrial CHP,DFO,distillate fuel oil,,0.228,0.00131,0.029,0.00017,0,0,0.05177,5.77,,0.257,0.00148,2025
01-01-2025,7,Industrial CHP,FOS,fossil fuels,6.73,0,5.169,0,6.25534,0,5.5117,814.80871,0,0.39,0,11.42434,2025
01-01-2025,7,Industrial CHP,NG,natural gas,,4391.348,4.56348,3972.296,4.13479,4.326,5.243325,700.2401,1.04,,8363.644,8.69827,2025
01-01-2025,7,Industrial CHP,NGO,natural gas & other gases,,4859.713,5.05105,5190.472,5.30898,5.71,5.5117,790.87644,1.0308,,10050.185,10.36003,2025
01-01-2025,7,Industrial CHP,OOG,other gases,,468.365,0.48758,1218.176,1.17419,0,0,90.63634,0.9853,,1686.541,1.66177,2025
01-01-2025,7,Industrial CHP,OTH,other,,0,0.03348,0,0,0,0,9.81304,0,,0,0.03348,2025
01-01-2025,7,Industrial CHP,PEL,petroleum liquids,,5.349,0.02362,5.575,0.02433,0,0,4.10551,4.3893,,10.924,0.04795,2025
01-01-2025,7,Industrial CHP,PET,petroleum,,5.349,0.02362,5.575,0.02433,0,0,4.10551,4.3893,,10.924,0.04795,2025
01-01-2025,7,Industrial CHP,RC,refined coal,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,7,Industrial CHP,REN,renewable,,21.124,0.3323,42.126,0.67083,0,0,41.28234,15.8523,,63.25,1.00313,2025
01-01-2025,7,Industrial CHP,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,7,Industrial CHP,SPV,solar photovoltaic,,0,0.00047,0,0,0,0,,0,,0,0.00047,2025
01-01-2025,7,Industrial CHP,SUN,solar,,0,0.00047,0,0,0,0,,0,,0,0.00047,2025
01-01-2025,7,Industrial CHP,WOO,waste oil and other oils,,5.121,0.02231,5.546,0.02416,0,0,4.05374,4.356,,10.667,0.04647,2025
01-01-2025,7,Industrial CHP,WWW,wood and wood wastes,,0,0.33174,0,0.67077,,,41.13016,0,,0,1.00252,2025
01-01-2025,90,Electric Power Sector Non-CHP,ALL,all fuels,,0,85.78594,0,0.07525,0,0,14131.76597,0,,0,85.86119,2025
01-01-2025,90,Electric Power Sector Non-CHP,AOR,all renewables,,0,21.51178,0,0.00174,0,0,5519.37414,0,,0,21.51352,2025
01-01-2025,90,Electric Power Sector Non-CHP,BIO,biomass,,2633.326,2.94181,3.373,0.00174,0,0,214.43522,1.1164,,2636.699,2.94355,2025
01-01-2025,90,Electric Power Sector Non-CHP,DFO,distillate fuel oil,,4.789,0.02812,0,0,0,0,2.44786,5.8719,,4.789,0.02812,2025
01-01-2025,90,Electric Power Sector Non-CHP,FOS,fossil fuels,,0,41.27037,0,0.07352,0,5.5117,5533.77133,0,,0,41.34389,2025
01-01-2025,90,Electric Power Sector Non-CHP,GEO,geothermal,,0,3.25644,0,0,0,0,954.40828,0,,0,3.25644,2025
01-01-2025,90,Electric Power Sector Non-CHP,HPS,hydro-electric pumped storage,,0,0,0,0,0,0,-45.552,0,,0,0,2025
01-01-2025,90,Electric Power Sector Non-CHP,HYC,conventional hydroelectric,,0,5.37816,0,0,0,0,1576.1015,0,,0,5.37816,2025
01-01-2025,90,Electric Power Sector Non-CHP,LFG,landfill gas,,2203.772,1.00415,1.786,0.00078,0,0,92.96184,0.4556,,2205.558,1.00493,2025
01-01-2025,90,Electric Power Sector Non-CHP,MLG,municiapl landfill gas,,0,1.00415,0,0.00078,0,0,92.96184,0,,0,1.00493,2025
01-01-2025,90,Electric Power Sector Non-CHP,NG,natural gas,,39691.539,41.22742,71.851,0.07352,4.326,5.243325,5530.36847,1.0387,,39763.39,41.30093,2025
01-01-2025,90,Electric Power Sector Non-CHP,NGO,natural gas & other gases,,39691.539,41.22742,71.851,0.07352,5.71,5.5117,5530.36847,1.0387,,39763.39,41.30093,2025
01-01-2025,90,Electric Power Sector Non-CHP,NUC,nuclear,,0,17.62563,0,0,0,0,1686.34,0,,0,17.62563,2025
01-01-2025,90,Electric Power Sector Non-CHP,OB2,biomass,,332.526,0.38406,1.587,0.00096,0,0,31.73214,1.1524,,334.113,0.38502,2025
01-01-2025,90,Electric Power Sector Non-CHP,OBW,biomass,,332.526,0.38406,1.587,0.00096,0,0,31.73214,1.1524,,334.113,0.38502,2025
01-01-2025,90,Electric Power Sector Non-CHP,OOG,other gases,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,90,Electric Power Sector Non-CHP,ORW,other renewables,,0,0.38406,0,0.00096,0,0,31.73214,0,,0,0.38502,2025
01-01-2025,90,Electric Power Sector Non-CHP,OTH,other,,977.407,0,0,0,0,0,-138.269,0,,977.407,0,2025
01-01-2025,90,Electric Power Sector Non-CHP,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,90,Electric Power Sector Non-CHP,PEL,petroleum liquids,,7.64488,0.04296,0,0,0,0,3.40286,5.619,,7.64488,0.04296,2025
01-01-2025,90,Electric Power Sector Non-CHP,PET,petroleum,,7.64488,0.04296,0,0,0,0,3.40286,5.619,,7.64488,0.04296,2025
01-01-2025,90,Electric Power Sector Non-CHP,REN,renewable,,2633.326,26.88994,3.373,0.00174,0,0,7095.47564,1.1164,,2636.699,26.89168,2025
01-01-2025,90,Electric Power Sector Non-CHP,RFO,residual fuel oil,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,90,Electric Power Sector Non-CHP,SPV,solar photovoltaic,,0,10.39363,0,0,0,0,3046.19657,0,,0,10.39363,2025
01-01-2025,90,Electric Power Sector Non-CHP,STH,solar thermal,,0,0.70209,0,0,,,68.164,0,,0,0.70209,2025
01-01-2025,90,Electric Power Sector Non-CHP,SUN,solar,,0,11.09572,0,0,0,0,3114.36057,0,,0,11.09572,2025
01-01-2025,90,Electric Power Sector Non-CHP,WAS,renewable waste products,,0,1.38821,0,0.00174,0,0,124.69398,0,,0,1.38995,2025
01-01-2025,90,Electric Power Sector Non-CHP,WND,wind,,0,4.21782,0,0,0,0,1236.17007,0,,0,4.21782,2025
01-01-2025,90,Electric Power Sector Non-CHP,WNT,onshore wind turbine,,0,4.21782,0,0,0,0,1236.17007,0,,0,4.21782,2025
01-01-2025,90,Electric Power Sector Non-CHP,WOO,waste oil and other oils,,2.85588,0.01484,0,0,0,0,0.955,5.1949,,2.85588,0.01484,2025
01-01-2025,90,Electric Power Sector Non-CHP,WWW,wood and wood wastes,,0,1.5536,0,0,,,89.74124,0,,0,1.5536,2025
01-01-2025,94,Independent Power Producers,ALL,all fuels,,0,49.42675,0,2.04528,0,0,9197.26671,0,,0,51.47203,2025
01-01-2025,94,Independent Power Producers,AOR,all renewables,,0,21.52155,0,0.48696,0,0,5429.15289,0,,0,22.00851,2025
01-01-2025,94,Independent Power Producers,BIO,biomass,,2726.043,3.41006,137.193,0.48696,0,0,258.58673,1.3611,,2863.236,3.89702,2025
01-01-2025,94,Independent Power Producers,BIS,bituminous coal and synthetic coal,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,94,Independent Power Producers,BIT,bituminous coal,,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,94,Independent Power Producers,COL,"coal, excluding waste coal",,0,0,0,0,,,0,0,,0,0,2025
01-01-2025,94,Independent Power Producers,COW,all coal products,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,94,Independent Power Producers,DFO,distillate fuel oil,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,94,Independent Power Producers,FOS,fossil fuels,,0,27.63067,0,1.55832,0,5.5117,3822.92162,0,,0,29.18899,2025
01-01-2025,94,Independent Power Producers,GEO,geothermal,,0,3.0191,0,0,0,0,884.84828,0,,0,3.0191,2025
01-01-2025,94,Independent Power Producers,HYC,conventional hydroelectric,,0,0.27453,0,0,0,0,,0,,0,0.27453,2025
01-01-2025,94,Independent Power Producers,LFG,landfill gas,,2296.924,1.04458,70.984,0.03081,0,0,97.9778,0.4542,,2367.908,1.07539,2025
01-01-2025,94,Independent Power Producers,MLG,municiapl landfill gas,,0,1.04458,0,0.03081,0,0,97.9778,0,,0,1.07539,2025
01-01-2025,94,Independent Power Producers,NG,natural gas,,26665.113,27.61823,1498.924,1.55832,5.01,4.8907,3822.06362,1.036,,28164.037,29.17655,2025
01-01-2025,94,Independent Power Producers,NGO,natural gas & other gases,,26665.113,27.61823,1498.924,1.55832,5.71,5.5117,3822.06362,1.036,,28164.037,29.17655,2025
01-01-2025,94,Independent Power Producers,OB2,biomass,,304.108,0.36497,39.135,0.02376,0,0,28.06323,1.1325,,343.243,0.38872,2025
01-01-2025,94,Independent Power Producers,OBW,biomass,,304.108,0.36497,39.135,0.02376,0,0,28.06323,1.1325,,343.243,0.38872,2025
01-01-2025,94,Independent Power Producers,ORW,other renewables,,0,0.36497,0,0.02376,0,0,28.06323,0,,0,0.38872,2025
01-01-2025,94,Independent Power Producers,OTH,other,,960.581,0,0,0,0,0,-135.268,0,,960.581,0,2025
01-01-2025,94,Independent Power Producers,PC,petroleum coke,,0,0,0,0,0,0,0,0,,0,0,2025
01-01-2025,94,Independent Power Producers,PEL,petroleum liquids,,2.233,0.01244,0,0,0,0,0.858,5.571,,2.233,0.01244,2025
01-01-2025,94,Independent Power Producers,PET,petroleum,,2.233,0.01244,0,0,0,0,0.858,5.571,,2.233,0.01244,2025
01-01-2025,94,Independent Power Producers,REN,renewable,,2726.043,21.79608,137.193,0.48696,0,0,5509.61309,1.3611,,2863.236,22.28304,2025
